user_id,message,published_time,type,love,wow,sad,total
18807449704,Look again. Nope. Look again.,2016-06-19 17:15:19,link,166,54,32,252
112638779551,"John Daly hits a golf ball from a guy's mouth

Kristen Balboni for @TheBuzzer",2016-06-18 17:57:58,video,104,48,1,153
95926963131,Prince Harry is giving us a cuteness overload! (via People Royals),2016-06-18 16:00:21,link,103,95,44,242
10606591490,Anne Hathaway has joined the ranks of Angelina Jolie and Emma Watson.,2016-06-16 12:30:09,link,121,91,44,256
95926963131,"Another shooting has occurred—this time 40 miles south of Frankfurt, Germany. (via People True Crime)",2016-06-23 11:42:06,link,157,90,18,265
25902406772,Cleveland Indians top prospect Brady Aiken is on the right track.,2016-06-15 11:50:54,link,131,54,34,219
7245371700,Anton Yelchin has passed away at the age of 27. May he Rest in Peace.,2016-06-19 14:26:03,link,96,69,27,192
112638779551,"Cleveland Browns quarterback Robert Griffin III wanted to congratulate the Cleveland Cavaliers for winning the title, but he apparently decided to take credit for something he didn't do.",2016-06-20 22:30:13,link,13,11,26,50
10606591490,Game of Thrones could stand to lose out.,2016-06-22 23:30:15,link,76,9,49,134
52150999700,Charlie Sheen is getting VERY candid about his troubled past and time on Two and a Half Men: http://share.ew.com/86xiQv7,2016-06-21 14:38:00,video,37,13,5,55
18807449704,"Firearm attacks are extremely rare in Britain, which has some of the strictest gun laws in the world.",2016-06-18 04:24:41,link,180,73,3,256
25902406772,Ed Reed should be a great addition to the coaching staff.,2016-06-16 15:11:18,link,29,9,48,86
52150999700,Michael Jackson's estate has released a statement.,2016-06-22 20:19:00,link,190,67,29,286
10606591490,"Yelchin played Chekov in the new ""Star Trek"" films",2016-06-19 13:30:24,link,60,28,43,131
112638779551,The United States Golf Association - USGA announces the U.S. Open Championship will return to Oakmont Country Club in 2025 and Shinnecock Hills Golf Club in 2026. #USOpen,2016-06-18 11:53:20,video,98,33,33,164
10606591490,But Tesla doesn't recommend it,2016-06-19 15:30:06,link,199,42,34,275
112638779551,"Ron Lester, who starred as Billy Bob in 'Varsity Blues,' died Friday at age 45.",2016-06-18 10:23:20,link,94,53,7,154
25902406772,Odell Beckham Jr is a monster.,2016-06-21 09:42:37,link,131,77,4,212
112638779551,"Minnesota Twins closer Glen Perkins is having season-ending shoulder surgery today, and no one feels worse about it than he does.",2016-06-23 08:06:25,link,13,63,22,98
13652355666,"Orlando candlelight vigil at Dupont Circle in Washington, D.C.",2016-06-15 19:10:36,video,109,61,11,181
112638779551,Ladders + briefcases = so much pain for these WWE superstars.,2016-06-19 16:38:38,link,76,38,22,136
10606591490,Get it while you can.,2016-06-23 01:00:32,link,174,38,21,233
112638779551,"Royce West reportedly was one of Bryant's Dallas-area mentors, but he's suing for between $100,000 and $200,000.",2016-06-22 15:10:16,link,138,75,42,255
95926963131,It isn't usually news for a singer to show their face during a concert – but Sia isn't like most singers.,2016-06-23 12:48:04,link,191,73,40,304
52150999700,We can't wait to see Justin Long and Ashley Tisdale in this Netflix adaptation! 🙌,2016-06-17 02:47:00,link,181,85,27,293
10606591490,"""When the news is about a brand new little baby, maybe we can forget the price points altogether.""",2016-06-21 14:00:26,link,160,81,15,256
95926963131,Every election season is a gift to the world of comedy. 😂,2016-06-19 05:00:23,link,192,20,39,251
95926963131,"Rose Geil used to hide her excess facial hair, but ditched the razor nine months ago.",2016-06-15 12:50:10,link,53,47,15,115
7245371700,She's like Lizzie McGuire but all grown-up.,2016-06-18 02:35:04,link,129,96,25,250
95926963131,JCPenney is showing that size isn't a measure of a person's worth.,2016-06-21 06:00:35,link,200,95,10,305
112638779551,"LeBron James makes epic guest appearence during Cleveland Indians kiss cam on Monday Night:

http://www.foxsports.com/nba/story/lebron-james-makes-guest-appearence-during-cleveland-indians-kiss-cam-062016",2016-06-21 01:23:59,photo,147,32,11,190
75932763901,CONGRATS! This 21-year-old and her much-older beau are getting ready to welcome their BABY! Find out who —> http://bit.ly/28Jlkpb,2016-06-20 18:30:00,photo,155,84,28,267
86680728811,"Witnesses reported to police that a struggle ensued and the man pulled out a weapon, firing multiple shots and striking the officer.",2016-06-22 17:31:35,link,155,18,15,188
86680728811,"Search for 2-year-old boy taken by an alligator at a Disney World resort is now a ""recovery"" effort, officials say. http://abcn.ws/1XXjdlX",2016-06-15 14:06:15,link,119,65,48,232
52150999700,The Broadway community's incredible tribute to Orlando will bring you to tears. ❤️💛💚💙💜,2016-06-20 07:07:08,link,123,15,19,157
75932763901,One of these characters is returning to 'Grey's Anatomy' for Season 13 — and you'll be ECSTATIC when you find out who (via Closer Weekly) —> http://bit.ly/1UhYJx7,2016-06-18 16:30:00,photo,54,66,9,129
10513336322,Egyptian officials say they have spotted the wreckage of EgyptAir flight MS804 that crashed into the Mediterranean last month.,2016-06-15 15:56:39,link,37,56,6,99
10606591490,"""Starting young made me fearless. You don't know how many ways in which you can fail.""",2016-06-18 21:30:06,link,84,97,21,202
5281959998,One reason: Hillary Clinton needs to improve her standing with white male voters.,2016-06-22 08:26:48,link,111,82,26,219
7245371700,Will the ninth season of Curb Your Enthusiasm change the course of TV comedy?,2016-06-19 20:58:04,link,169,92,11,272
18807449704,Facebook is hiding a minigame in plain sight.,2016-06-15 15:17:21,link,174,88,18,280
18807449704,Prince William is the first member of the royal family to be photographed for this publication.,2016-06-15 09:52:42,link,98,88,22,208
95926963131,It's no secret that Rob Kardashian's sisters didn't exactly welcome his fiancée Blac Chyna to the family with open arms.,2016-06-22 08:06:05,link,187,32,44,263
13652355666,"Whoa! A flash flood turned the staircase of this Washington, D.C. Metro station into a waterfall.",2016-06-22 17:25:00,video,160,13,47,220
52150999700,2pac's influence on the music industry can still be heard today. 🙌🏼  🎤,2016-06-19 00:07:00,link,84,77,46,207
112638779551,"Kyle Van Noy's birthday is in March, which the Detroit Lions didn't know.",2016-06-20 13:21:23,link,156,45,41,242
112638779551,"Could the Cleveland Cavaliers trade Kevin Love this off-season?

Coach Tyronn Lue was asked that question Wednesday, and oh man, was he EMPHATIC with his answer...",2016-06-22 11:00:12,link,163,93,27,283
5281959998,"""When a woman helps another woman, they both benefit. And when women celebrate one another's accomplishments, we're all lifted up,"" write Sheryl Sandberg and Adam Grant in The New York Times Opinion Section.",2016-06-23 13:55:19,link,21,93,31,145
25902406772,HE. HAS. DONE IT.,2016-06-19 22:34:58,video,182,27,25,234
10513336322,What will be done to calm the markets? Will he remain as prime minister? Will he invoke article 50 of the Lisbon treaty immediately? Will parliament be recalled? Who will be in charge of the withdrawal negotiations? Will there be an emergency budget? Will there be an election? Does Cameron accept that the Scots have the right to have a second independence referendum?,2016-06-24 01:00:01,link,64,89,36,189
18807449704,Internet sensation Grandma May has finally received a response to her polite Google search.,2016-06-16 00:16:27,link,84,63,25,172
75932763901,"""The more she drank the less attention she paid to her [child]."" BAD PARENTING?! See which Teen Mom star suffered from an alleged alcohol problem – before she was even 21! –> http://bit.ly/1qgmNbI",2016-06-15 20:00:01,photo,121,81,17,219
95926963131,Fans from Meat Loaf's concert express their concern after witnessing the rock star collapse mid-show. (via People Video),2016-06-18 11:00:00,video,82,43,3,128
10606591490,"Will Smith: ""I found myself promoting something because I wanted to win versus promoting something because I believed in it.""",2016-06-22 16:00:51,link,142,57,45,244
52150999700,Jon Snow is about to have the fight of his LIFE on Game of Thrones.,2016-06-19 11:01:00,link,34,6,44,84
18807449704,"""We've got a visitor, and it's f*cking huge!""",2016-06-21 09:25:48,link,55,79,33,167
7245371700,"""It was Latin night at Pulse. Trump endorsers Marco Rubio and Mitch McConnell did not make the connection that the names of the dead could be confused for a roll call of the families Trump wants to deport.""",2016-06-18 10:08:40,link,114,2,1,117
5281959998,Europe has a 2-tiered refugee policy and the results are deadly. Read on in The New York Times Opinion Section.,2016-06-23 01:55:00,link,190,48,2,240
95926963131,Prince William And Kate Middleton will be quite busy for Father's Day and William's upcoming birthday! (via People Royals),2016-06-19 17:00:00,video,15,76,24,115
52150999700,"Spidey sense, meet Hannibal Buress' sense of humor.",2016-06-21 04:47:00,link,19,14,16,49
112638779551,"""I've thrown my mouth piece before... I usually aim at the scorer's table."" Stephen Curry on the first ejection of his career. #NBAFinals",2016-06-17 00:14:03,video,75,93,17,185
5281959998,"Jo Cox never had a chance to respond when her killer reportedly shouted ""Britain First."" But in a sense, she already had. Read on in The New York Times Opinion Section.",2016-06-21 09:55:00,link,152,81,5,238
18807449704,Her Royal Highness nudged some sense into Prince William.,2016-06-19 22:00:01,link,53,56,45,154
10606591490,"""We will prevail by living our truth and sharing our love—not simply despite the hatred, but because of it.""",2016-06-21 13:00:49,link,34,23,8,65
86680728811,"Records show the Orlando shooting suspect caused trouble at an early age and, as an adult, became a proficient marksman with consistently high scores in tests. http://abcn.ws/1YuWXhX",2016-06-16 12:46:57,link,106,70,42,218
75932763901,"What's happening to Blac Chyna's baby bump? In just a matter of hours, her bump went from THIS to non existent! See the photo —> http://bit.ly/25XPHkl",2016-06-16 08:30:00,photo,161,82,9,252
75932763901,"OMG: One year after their beautiful beach wedding, this celeb reveals he was never LEGALLY married to his famous bride! Find out who (via Life & Style Weekly) —> http://bit.ly/1tqK38S",2016-06-16 04:45:00,photo,63,52,29,144
52150999700,Entertainment Weekly's editors want to know what what our readers LOVE. Grab a seat in our Front Row Panel made just for you. 👌,2016-06-17 06:00:00,link,28,3,24,55
18807449704,"We're showing off our terrible cake decorating skills with Nadiya Hussain, STAR of The Great British Bake Off at the Good Housekeeping Cookery School. Ask her your questions!",2016-06-15 09:36:38,video,16,45,6,67
25902406772,The Minnesota Timberwolves pick up some more young talent in Kris Dunn.,2016-06-23 19:33:39,link,118,80,43,241
25902406772,D'Angelo Russell could remain a member of the LA Lakers.,2016-06-22 09:51:11,link,160,95,18,273
52150999700,Anton Yelchin was best known for his work in Star Trek and Like Crazy.,2016-06-20 00:17:00,link,80,79,29,188
52150999700,Disney's new Frozen ride REALLY makes us want to build a snowman! ⛄️,2016-06-21 15:14:00,link,107,41,1,149
10606591490,The secret to financial freedom.,2016-06-17 20:30:32,link,184,46,20,250
7245371700,Some of your favorite bands are going head-to-head at the Fandom Awards: http://on.mtv.com/28RGGRZ,2016-06-22 14:00:00,photo,148,60,6,214
95926963131,People's List host Jerry O'Connell is here to answer your questions!,2016-06-23 18:51:16,video,24,72,36,132
25902406772,Al Horford will have a hard decision ahead of him with so many options.,2016-06-22 10:58:14,link,171,90,15,276
112638779551,Golden State Warriors snub small ball for their first-round pick,2016-06-23 22:05:14,link,109,52,46,207
5281959998,"""I came back for a reason."" —LeBron James",2016-06-19 22:06:55,photo,90,93,17,200
18807449704,"When Yahoo purchased Tumblr, Marissa Mayer promised ""not to screw it up"" and yet...",2016-06-15 09:03:19,link,3,14,4,21
13652355666,Don't let the little white lies fool you: You probably will check your email on vacation. http://usat.ly/28ShJHv,2016-06-23 16:00:00,video,96,6,21,123
95926963131,Christy Carlson Romano has come a long way since her Disney days! (via People Babies),2016-06-23 17:34:02,link,34,28,38,100
10513336322,"""After a few pints my dad would ask if I remembered my mother. I'd manage a strangled: 'No, not really,' before sipping a drink and looking away. Then we'd return to a more comfortable subject, like how my dad once, allegedly, bench-pressed 266lb.""",2016-06-19 13:30:00,link,68,67,21,156
25902406772,Cleveland Indians may be trying to keep the momentum going from the Cleveland Cavaliers.,2016-06-22 10:20:12,link,172,1,37,210
10513336322,"""What happens when a prime minister tells his country that immigration is much too high, is the source of many of the country's problems, that it has to be massively reduced – and then immigration remains at the same level? Now we know.""",2016-06-22 01:00:00,link,85,84,46,215
5281959998,Dustin Johnson is the winner of the 116th U.S. Open Championship. It's likely that what happened this year will be talked about for years to come.,2016-06-19 20:05:12,link,114,90,18,222
75932763901,SO CUTE! We can't get over Kim Kardashian West's latest photo of Saint! —> http://bit.ly/28TDas2,2016-06-24 01:30:01,photo,140,9,7,156
5281959998,"A decade ago, hyperinflation led to a $100 trillion note. That's 100,000,000,000,000 Zimbabwean dollars.",2016-06-23 18:32:31,link,103,95,42,240
95926963131,The dating landscape is a minefield.,2016-06-17 09:34:05,link,99,72,43,214
112638779551,Kevin Love absolutely loves the Cleveland Cavaliers' new championship belt.,2016-06-22 06:30:00,link,118,97,24,239
18807449704,Jaylen Brown took the road less traveled to start his NBA career.,2016-06-23 22:00:00,link,84,75,42,201
7245371700,Coincidence?,2016-06-20 23:58:01,link,74,33,31,138
75932763901,"Congratulations, Jesse Williams! Get the exciting news (via Closer Weekly) —> http://bit.ly/28Pb4O9",2016-06-21 21:00:00,photo,149,17,15,181
95926963131,"Lane Graves was laid to rest in his hometown of Elkhorn, Nebraska.",2016-06-21 12:15:14,link,185,73,29,287
52150999700,Our favorite reprobate couple on You're the Worst is facing some major change.,2016-06-20 23:36:00,link,46,44,49,139
7245371700,Coincidence?,2016-06-17 10:30:05,link,184,60,19,263
25902406772,"Paul George, welcome to the squad.",2016-06-23 09:13:01,link,80,9,41,130
112638779551,A native of Ohio explains why LeBron James and the Cleveland Cavaliers winning a title is way bigger than sports.,2016-06-20 16:44:30,link,36,77,30,143
75932763901,She is all SMILES! See who looks just like her famous dad! –> http://bit.ly/25cAdss,2016-06-21 19:00:00,photo,43,82,28,153
10606591490,Are you really smarter than a fifth grader?,2016-06-19 01:00:18,link,161,82,19,262
75932763901,"SEXY! This famous mother cannot stop sharing racy photos of herself — and if you think this is revealing, JUST WAIT until you see the rest: http://bit.ly/28Syh1F",2016-06-24 17:00:00,photo,66,51,12,129
52150999700,Frozen + LEGO is a match made in Disney heaven.,2016-06-21 10:36:00,link,94,34,26,154
5281959998,"""Finding Dory"" makes up for any lack of originality with warmth, charm and good humor, our critic says.",2016-06-18 15:25:00,link,123,10,7,140
52150999700,Chris Pratt and his uncanny stunt double go way back!,2016-06-18 04:33:00,link,50,8,27,85
75932763901,"Katy Perry just found a new way to diss Taylor Swift — and her fans aren't happy about it! See what the ""Firework"" singer did this time (via Life & Style Weekly) —> http://bit.ly/28LHiuy",2016-06-21 15:00:00,photo,187,51,28,266
52150999700,"Transformers fans, get ready for battle! These new photos are 🔥🔥🔥. 😱",2016-06-23 09:47:00,link,55,11,1,67
10513336322,The bubble had to burst at some point ...,2016-06-15 03:40:00,link,109,32,27,168
86680728811,"LATEST: British member of Parliament is in critical condition following attack; a 52-year-old man has been arrested, police say. http://abcn.ws/1YuMseq",2016-06-16 10:55:29,link,178,57,22,257
25902406772,The Boston Celtics' draft could go plenty of ways.,2016-06-21 18:12:36,link,194,90,45,329
18807449704,"""Like the female G-spot, finding the P-spot takes practice and communication.""",2016-06-19 03:00:00,link,121,18,31,170
10606591490,"""She was young, courageous, and hardworking. A rising star, mother, and wife""",2016-06-16 19:30:12,link,33,98,11,142
95926963131,A glowing Blac Chyna is embracing her pregnancy curves! (via People Babies),2016-06-19 19:40:03,link,192,67,47,306
18807449704,'HiddleSwift' trends on Twitter and fans are losing it.,2016-06-16 22:00:00,video,133,18,35,186
18807449704,Seriously. This is not a joke.,2016-06-21 15:51:56,link,48,36,10,94
25902406772,"Ronnie Stanley adopted Winter, a dog who lived through some unfortunate situations in her six years.",2016-06-16 14:31:38,link,173,23,17,213
7245371700,A very familiar name has Miley Cyrus's  back - and heart. <3,2016-06-20 08:52:07,link,110,36,8,154
52150999700,Taylor Swift's message to the Orlando victims' families is so touching. ❤️,2016-06-17 18:17:01,link,112,29,41,182
10606591490,Fathers can get a little bit smarter about the minds of their daughters,2016-06-19 10:30:16,link,142,34,30,206
86680728811,"Pres. Barack Obama will sign into law the first overhaul of toxic chemical rules in 40 years that sets safety standards for dangerous chemicals like formaldehyde, asbestos and styrene.",2016-06-22 08:50:31,link,184,8,43,235
52150999700,Brian De Palma originally wanted Don Johnson Official to star in the big-screen version of The Untouchables: http://share.ew.com/I9PI4UD,2016-06-15 06:34:02,video,157,20,10,187
112638779551,Dustin Johnson is only one off the lead at the U.S. Open Championship. Follow him through every hole now on our featured group on FOXSportsGo.com and USOpen.com!,2016-06-17 14:47:41,photo,164,51,37,252
52150999700,This is the PERFECT documentary for all Indiana Jones fans!,2016-06-19 08:31:00,link,42,79,42,163
112638779551,"Von Miller admits his contract dispute with the Denver Broncos ""hurts.""",2016-06-17 11:55:36,link,182,59,25,266
18807449704,The most enjoyable thing about Blake Lively's The Shallows is looking forward to seeing The Shallows — and that is not a dig.,2016-06-23 11:30:00,link,145,2,41,188
75932763901,They're ENGAGED!!! Congratulations to this happy couple! —> http://bit.ly/1WXfgNs,2016-06-20 01:30:00,photo,180,95,19,294
25902406772,JJ Watt shows his support for U.S. Soccer.,2016-06-18 15:22:37,link,66,58,45,169
5281959998,"""We don't know anything about Hillary in terms of religion. Now, she's been in the public eye for years and years, and yet there's no — there's nothing out there,"" Donald J. Trump said.",2016-06-22 03:23:22,link,197,87,12,296
112638779551,"Matthew Stafford doesn't sound overly concerned about Calvin Johnson, Jr.'s retirement.",2016-06-21 11:26:46,link,132,58,15,205
86680728811,"Baltimore Ravens rookie Ronnie Stanley told a local animal shelter he was ""looking for [a] dog that's been here a long time and maybe not-so-adoptable."" He left ""delighted."" http://abcn.ws/1UpgnSH",2016-06-18 19:22:38,link,56,7,34,97
10513336322,"""What is it that has made a third of minority voters – many of them the descendants of immigrants themselves – lean towards leaving?""",2016-06-23 06:40:00,link,140,22,5,167
10606591490,"Selma Blair reportedly had an ""outburst"" onboard the flight.",2016-06-20 21:30:17,link,37,76,27,140
112638779551,This could be the missing link between Ben Simmons and the Philadelphia 76ers. #Betcha,2016-06-23 14:30:45,video,52,18,8,78
86680728811,Increased tourism is bringing needed income to Cuba—but some fear it'll also bring problems.,2016-06-19 12:06:42,link,4,43,7,54
18807449704,Beautiful.,2016-06-22 00:30:00,link,33,60,18,111
25902406772,Jerry Lawler was recently suspended indefinitely from the WWE.,2016-06-17 11:11:55,link,128,29,38,195
86680728811,Google data shows predictable search fatigue following mass shootings. http://abcn.ws/1ZRtVYo,2016-06-15 12:48:54,link,116,75,44,235
52150999700,'Spider-Man: Homecoming' has drawn Michael Mando to its web.,2016-06-22 19:21:00,link,59,62,8,129
95926963131,Everything you need to know about Elizabeth Warren—a rumored pick for Hillary Clinton's Vice President. (via People Video),2016-06-15 10:18:00,video,160,52,27,239
10606591490,The mom and her son were dancing when she was fatally shot in Orlando.,2016-06-21 06:30:27,link,196,97,24,317
52150999700,Rami Malek and Jessie T. Usher are only a few of the hunks you MUST check out on-screen this summer. 😎,2016-06-22 05:25:00,link,14,86,16,116
18807449704,Leonardo DiCaprio is a huge fan 😍,2016-06-15 04:30:01,link,172,6,43,221
52150999700,Alexander Skarsgård is swinging into action in the INTENSE new 'Legend of Tarzan' trailer. 😱,2016-06-20 11:14:53,link,16,88,50,154
10513336322,Ever wondered what the  Girl with a Pearl Earring's behind looks like?,2016-06-16 09:20:00,link,159,67,44,270
10513336322,"""In 1996, Independence Day felt like the end of the world as we knew it. What does it say about current cinema that it now doesn't seem so bad, after all?""",2016-06-18 10:00:01,link,48,38,6,92
10513336322,"""'In the past 12 months have you experienced anything that could be termed stressful?' Ouch. I email back, 'Mother died, new job, child injured by barbed wire needing plastic surgery, wife died.' I suspect this reply will be as welcome on someone's screen as a pile of well-rotted manure.""",2016-06-18 09:00:01,link,64,67,42,173
5281959998,"A 2-year-old boy was attacked and dragged away by an alligator at a lake at a Disney hotel in Florida. ""We're not likely now to find a live body,"" a sheriff said.",2016-06-15 02:55:01,link,171,45,25,241
10606591490,Sometimes the landlord/tenant relationship can be a difficult one. But it doesn't have to be that way.,2016-06-19 17:00:33,link,7,22,50,79
25902406772,Antonio Brown has ditched Big Ben!!!,2016-06-23 14:26:09,link,155,30,5,190
18807449704,Amazing!,2016-06-17 21:00:00,link,38,3,3,44
52150999700,Ellen Page fought back tears while talking about the tragedy in Orlando. ❤️,2016-06-15 14:16:00,link,140,70,34,244
86680728811,"""Everyone in southern Florida knows"" gators could be lurking in or around any body of water, but some say that's not necessarily the case for out-of-town visitors.",2016-06-16 18:36:21,link,11,58,24,93
95926963131,"Happy 34th birthday, Prince William!",2016-06-21 12:37:07,link,73,5,13,91
95926963131,Gwen Stefani celebrated Blake Shelton's big 4-0 with some epic throwbacks.,2016-06-18 16:40:03,link,174,54,8,236
18807449704,HOW?!,2016-06-16 06:36:08,link,105,31,31,167
7245371700,Kylie Jenner's new shades are giving me the ~blues~.,2016-06-21 12:22:21,link,69,45,40,154
52150999700,"From The O.C. to Friday Night Lights, actors and creators mourn the loss of their shows gone too soon: http://share.ew.com/td0lXK3 💔",2016-06-20 18:43:00,video,39,17,23,79
52150999700,This Finding Nemo honest trailer will remind you of all the heart-wrenching sadness from the film. 😭,2016-06-18 16:57:00,link,142,56,40,238
7245371700,"It must be hard to hear with that hat, Selena Gomez.",2016-06-17 08:48:18,link,187,54,42,283
75932763901,Fans are FREAKING OUT over this throwback snap of Kourtney Kardashian — and you have to read the caption to understand why: http://bit.ly/28Jjvvf,2016-06-21 09:30:00,photo,165,75,1,241
25902406772,Game 7 between the Cleveland Cavaliers and Golden State Warriors should be epic.,2016-06-17 00:03:31,link,100,49,41,190
7245371700,"When life gives Beyoncé lemons, she wears them as a headband.",2016-06-21 17:09:44,link,162,25,18,205
7245371700,"""Mother, May I Sleep With Danger? is a mess of half-articulated and half-abandoned ideologies.""",2016-06-21 19:15:07,link,53,8,33,94
5281959998,More working-age men have dropped out of the labor force in the U.S. Why are France and other advanced nations not having similar problems?,2016-06-21 00:55:00,link,97,8,13,118
25902406772,This isn't good news for the Boston Red Sox.,2016-06-19 12:35:29,link,187,30,16,233
10606591490,"The robot has been described as ""kindly, endearing and surprising.""",2016-06-15 01:30:26,link,179,21,42,242
95926963131,"Audra McDonald, Lin-Manuel Miranda and Whoopi Goldberg's voices are so soothing. 🎶",2016-06-19 21:20:05,link,69,52,49,170
95926963131,Ashton Kutcher and Mila Kunis' second child will be a part of such a loving family! ❤️,2016-06-17 04:00:12,link,140,20,40,200
10513336322,The leave campaign insists EU nationals already in Britain would be able to stay – but immigration lawyers say it's not so simple...,2016-06-23 22:44:28,link,197,30,28,255
7245371700,"""We're the biggest band in the world that nobody's ever heard of,"" Healy explains, half joking. 

Read more on The 1975 in our cover story: http://on.mtv.com/28T8x1C",2016-06-22 07:00:00,video,19,100,45,164
5281959998,"On Monday, we talked to the man behind the most hated villain on ""Game of Thrones."" (Spoilers ahead.)",2016-06-20 17:40:00,link,86,41,48,175
5281959998,"""The notion that such a person — any person — should be able to buy a military-style assault rifle is insane."" Read on in The New York Times Opinion Section.",2016-06-15 12:25:01,link,166,92,2,260
10513336322,Follow every result as it arrives in our essential EU referendum live blog.,2016-06-23 16:01:18,link,14,21,33,68
52150999700,Kate Beckinsale has a good explanation for this shocking (and hilarious) admission.,2016-06-15 10:29:00,link,118,11,19,148
7245371700,"All hail King LeBron James, but shout-out to Kyrie Irving for the winning shot.",2016-06-20 15:24:15,video,167,88,23,278
86680728811,Walt Disney World temporarily shutters its resort beach areas and recreational marinas after a 2-year-old Nebraska boy was dragged by an alligator into a lake: http://abcn.ws/1Yrtd5o,2016-06-15 10:54:57,link,175,98,20,293
7245371700,I'm getting a 1950s vibe.,2016-06-20 05:48:39,link,38,50,17,105
18807449704,"""It was time to create counseling based around texting. So we built it.""",2016-06-18 00:00:00,link,147,60,12,219
13652355666,"BREAKING: Baltimore Officer Caesar Goodson Jr. acquitted of second degree murder in Freddie Gray case. usat.ly/28SkKrw  (Photo: Jose Luis Magana, AP)",2016-06-23 09:59:51,photo,147,39,23,209
95926963131,Nick Jonas' favorite Snapchat filter is sure to win you over. (via PeopleStyle),2016-06-19 21:40:06,link,54,57,11,122
112638779551,"The Washington Nationals won a classic against the Chicago Cubs on Wednesday, and afterward the game's hero was fired up.",2016-06-16 05:45:09,link,69,63,42,174
75932763901,Her sister is worth half a BILLION dollars – but she is a homeless former prostitute! Find out who –> http://bit.ly/2923iyg,2016-06-24 21:30:00,photo,187,19,24,230
13652355666,Barbie has come a long way.,2016-06-17 21:13:00,link,21,13,22,56
112638779551,Golden State Warriors ready to make moves to get that crown back,2016-06-22 23:54:30,link,13,84,20,117
52150999700,"Beyoncé gets a little help from Serena Williams while calling out ""Becky with the good hair."" 🍋",2016-06-22 11:26:00,link,42,47,29,118
112638779551,"How sweet it is to have the U.S. Open Championship in town.

The sights, sounds, and of course delicious tastes of Oakmont Bakery, Inc, as presented by The Pittsburgh Steelers head coach Mike Tomlin. #USOpen",2016-06-15 17:51:03,video,106,33,39,178
112638779551,The Colorado Rockies will pay nearly $40 million to Jose Reyes after cutting ties with him.,2016-06-15 12:59:01,link,185,22,10,217
52150999700,"Texas forever! Before Friday Night Lights became a hit TV show, it was one of the BEST high school movies.",2016-06-22 01:14:00,link,77,40,16,133
7245371700,Learn how to recreate retro MTV clothing inspired by Marc Jacobs.,2016-06-16 16:30:01,video,85,89,17,191
18807449704,Tell your friends. Please.,2016-06-16 06:51:21,link,2,49,44,95
25902406772,We have thoughts... you should listen.,2016-06-16 17:51:22,link,174,19,2,195
25902406772,Finnish Baseball is a little different from American Baseball...,2016-06-20 14:22:56,link,122,98,40,260
95926963131,A family ski trip turned into a nasty cat fight amongst the Kardashian sisters in Keeping Up With The Kardashians on E!.,2016-06-20 08:06:04,link,98,49,22,169
52150999700,Rick Astley is rolling his way BACK! 🙌🏻,2016-06-20 21:34:00,link,26,97,7,130
86680728811,U.S. Senate Democrats fed up with inaction on gun controls following another mass shooting turned to one of the only tools they have left: their voice.,2016-06-15 22:20:16,link,129,71,40,240
95926963131,Happy first birthday to Princess Madeleine of Sweden's little one! 👑 (via People Royals),2016-06-15 21:14:15,link,178,87,48,313
7245371700,"Isn't it a little hot out for that, Rihanna?",2016-06-19 20:30:24,link,75,28,21,124
10606591490,Add these to your not-to-do list.,2016-06-18 18:30:05,link,15,8,25,48
7245371700,But it's Britney Spears!,2016-06-16 01:36:19,link,191,95,12,298
75932763901,FEUD ALERT! Kim Kardashian openly disses Taylor Swift in new interview — and the reality star doesn't hold back! —> http://bit.ly/1W203cW,2016-06-16 17:00:00,photo,51,3,12,66
112638779551,"The Cleveland Cavaliers and Golden State Warriors produced a thrilling Game 7 that, according to the league, was perfectly officiated in the final two minutes.",2016-06-20 21:10:09,link,149,51,33,233
5281959998,"A trauma center in Orlando staged a large-scale ""active shooter scenario"" in March. The Pulse shooting turned that drill into reality.",2016-06-20 08:25:00,link,99,78,41,218
18807449704,The little tortoise that could. :),2016-06-18 01:00:00,link,70,3,50,123
86680728811,President Obama and the first family are spending their weekend enjoying Yosemite National Park in California in celebration of the 100th anniversary of U.S. national park system. http://abcn.ws/1QdxVm6,2016-06-18 16:24:10,link,56,48,47,151
7245371700,"HBD, Lana Del Rey <3",2016-06-21 14:21:31,link,194,52,19,265
13652355666,Bernie Sanders: not on the list.,2016-06-21 22:00:00,link,134,95,24,253
18807449704,"Yum, Burger King?",2016-06-22 16:30:00,link,104,75,43,222
18807449704,Elon Musk wants to buy a company he helped start.,2016-06-21 19:23:59,link,194,48,18,260
10606591490,Feeling hungry?,2016-06-19 18:00:39,link,147,66,33,246
86680728811,President Barack Obama has arrived in Orlando to meet with families of shooting attack victims. http://abcn.ws/23e5mqH,2016-06-16 11:49:15,video,40,98,32,170
25902406772,The Cleveland Cavaliers are pulling out all the stops.,2016-06-22 08:39:42,link,61,44,5,110
86680728811,"""This could lead to dozens or hundreds [of infants] born with microcephaly in the coming year,"" CDC Director Tom Frieden says. http://abcn.ws/1XZtcay",2016-06-17 13:30:39,link,186,78,19,283
112638779551,The Rio 2016 Summer Olympic Games will begin on Aug. 5.,2016-06-17 18:54:21,link,118,87,28,233
7245371700,"We need answers, Disney.",2016-06-18 03:27:51,link,84,15,10,109
52150999700,The 'Finding Nemo' honest trailer perfectly captures the heartbreak of the beloved film. 💔,2016-06-15 16:30:00,link,48,71,26,145
