,ID,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y
3092,15872,31,technician,married,secondary,yes,-367,yes,no,cellular,18,jul,2,-1,0,unknown,yes
3093,14890,33,admin.,married,tertiary,no,79,yes,no,cellular,22,oct,2,335,2,failure,yes
3094,11651,60,housemaid,married,unknown,no,10285,no,no,unknown,6,jun,2,-1,0,unknown,no
3095,19429,34,management,married,tertiary,no,0,yes,no,cellular,3,feb,1,-1,0,unknown,yes
3096,17877,41,blue-collar,married,secondary,no,72,yes,no,cellular,4,may,3,312,3,failure,no
3097,15560,21,student,single,secondary,no,6844,no,no,cellular,14,aug,3,127,7,other,no
3098,22600,32,technician,married,secondary,no,12,yes,yes,cellular,4,aug,2,-1,0,unknown,no
3099,17100,35,blue-collar,married,secondary,no,407,yes,no,cellular,20,apr,6,-1,0,unknown,no
3100,12851,60,services,married,secondary,no,594,yes,no,cellular,3,feb,7,265,5,other,no
3101,16986,40,services,divorced,secondary,no,687,yes,no,cellular,2,feb,1,208,1,success,yes
3102,12174,31,management,single,tertiary,no,363,no,no,cellular,13,aug,2,-1,0,unknown,no
3103,10904,34,blue-collar,single,primary,no,79,no,no,telephone,10,jul,4,-1,0,unknown,yes
3104,16682,42,blue-collar,married,primary,no,-407,yes,yes,cellular,12,may,7,-1,0,unknown,yes
3105,10186,34,entrepreneur,married,tertiary,no,145,yes,yes,cellular,18,jul,10,-1,0,unknown,no
3106,19347,28,blue-collar,married,secondary,no,1296,yes,yes,cellular,8,jul,5,-1,0,unknown,no
3107,21325,40,management,single,tertiary,no,0,yes,no,cellular,23,feb,2,182,6,failure,yes
3108,19295,40,services,single,secondary,no,573,yes,no,cellular,14,may,1,-1,0,unknown,no
3109,16784,46,technician,married,secondary,no,152,no,no,cellular,9,jul,1,-1,0,unknown,no
3110,20464,52,unemployed,married,primary,no,20,yes,no,telephone,28,jan,1,-1,0,unknown,no
3111,22755,55,admin.,married,unknown,no,2038,no,no,cellular,9,apr,1,-1,0,unknown,yes
3112,21387,32,blue-collar,married,secondary,no,1912,yes,no,telephone,17,apr,1,-1,0,unknown,no
3113,17560,27,services,single,tertiary,no,5883,yes,no,unknown,28,may,2,-1,0,unknown,no
3114,18799,30,technician,married,secondary,no,394,no,no,cellular,22,aug,13,-1,0,unknown,no
3115,19315,45,technician,married,secondary,no,366,no,yes,cellular,3,feb,2,169,12,failure,no
3116,15763,58,housemaid,married,primary,no,935,yes,no,unknown,6,jun,2,-1,0,unknown,no
3117,10027,34,blue-collar,married,primary,no,-1,yes,no,cellular,18,may,6,355,1,other,yes
3118,16323,37,management,married,tertiary,yes,0,no,no,cellular,17,nov,1,123,2,failure,no
3119,12620,46,blue-collar,divorced,primary,no,916,yes,no,cellular,11,may,2,-1,0,unknown,no
3120,11433,27,admin.,single,secondary,no,662,yes,no,unknown,9,may,1,-1,0,unknown,no
3121,14030,35,housemaid,married,primary,no,113,yes,no,cellular,17,jul,2,-1,0,unknown,yes
3122,11088,37,management,single,tertiary,no,240,no,no,unknown,5,jun,1,-1,0,unknown,yes
3123,19110,57,technician,divorced,secondary,no,1168,no,no,unknown,20,jun,5,-1,0,unknown,no
3124,11523,37,management,married,tertiary,no,1780,yes,no,cellular,7,may,1,-1,0,unknown,no
3125,17107,40,technician,married,secondary,no,169,yes,no,cellular,18,aug,4,-1,0,unknown,no
3126,18922,34,blue-collar,married,primary,no,2320,yes,no,cellular,18,nov,1,-1,0,unknown,no
3127,21944,34,admin.,married,secondary,no,48,yes,no,cellular,7,may,2,287,3,other,yes
3128,20935,37,management,single,tertiary,no,361,no,no,cellular,20,aug,2,-1,0,unknown,no
3129,13726,34,management,single,tertiary,no,808,no,no,cellular,26,may,2,97,1,other,no
3130,16653,31,services,single,secondary,no,0,yes,no,unknown,26,may,2,-1,0,unknown,no
3131,10695,26,student,single,tertiary,no,193,no,no,cellular,3,apr,2,-1,0,unknown,no
3132,20782,33,management,single,tertiary,no,136,yes,yes,unknown,20,may,6,-1,0,unknown,no
3133,17384,28,unemployed,single,tertiary,no,497,yes,no,cellular,24,jul,6,-1,0,unknown,yes
3134,10243,60,housemaid,married,primary,no,2270,yes,no,cellular,9,jul,1,-1,0,unknown,no
3135,12016,64,retired,married,tertiary,no,846,no,no,cellular,11,feb,1,181,3,failure,yes
3136,17943,53,blue-collar,married,secondary,no,380,yes,yes,cellular,6,may,1,302,1,failure,no
3137,19127,50,blue-collar,married,secondary,no,326,no,no,cellular,28,aug,9,-1,0,unknown,no
3138,17101,33,self-employed,married,secondary,no,409,no,no,cellular,8,sep,1,97,4,success,yes
3139,19093,30,technician,single,tertiary,no,2325,no,no,cellular,10,aug,1,127,7,failure,yes
3140,22344,40,admin.,married,secondary,no,767,yes,no,cellular,6,feb,1,-1,0,unknown,no
3141,12219,37,technician,single,tertiary,no,0,no,no,unknown,1,jul,2,-1,0,unknown,yes
3142,14659,60,housemaid,married,primary,no,1163,no,no,cellular,30,apr,8,-1,0,unknown,yes
3143,18966,44,management,married,tertiary,no,0,no,no,unknown,12,jun,1,-1,0,unknown,no
3144,19023,31,management,single,tertiary,no,924,no,no,cellular,7,sep,1,94,3,success,yes
3145,19609,53,blue-collar,married,secondary,no,1777,yes,no,unknown,20,jun,1,-1,0,unknown,no
3146,20568,34,unemployed,married,secondary,no,2126,yes,no,cellular,17,jul,2,-1,0,unknown,no
3147,12207,46,management,married,tertiary,no,273,yes,no,cellular,15,sep,1,105,3,failure,yes
3148,11100,30,admin.,single,secondary,no,3068,yes,no,cellular,18,may,2,-1,0,unknown,no
3149,20868,51,unemployed,divorced,secondary,no,-56,yes,no,cellular,19,nov,3,-1,0,unknown,no
3150,16855,40,blue-collar,married,secondary,no,617,yes,no,cellular,5,may,1,-1,0,unknown,no
3151,17617,48,blue-collar,married,primary,no,418,yes,no,unknown,9,may,3,-1,0,unknown,no
3152,13575,59,retired,married,primary,no,1115,no,no,unknown,19,jun,1,-1,0,unknown,yes
3153,12492,27,blue-collar,married,secondary,no,613,yes,no,unknown,19,may,3,-1,0,unknown,no
3154,19445,64,unemployed,divorced,secondary,no,588,no,no,cellular,8,mar,1,-1,0,unknown,yes
3155,11480,50,blue-collar,married,primary,no,383,no,no,telephone,2,oct,2,-1,0,unknown,no
3156,17921,52,blue-collar,married,secondary,no,161,yes,no,unknown,13,may,2,-1,0,unknown,no
3157,13863,53,management,married,tertiary,no,6408,no,no,unknown,6,jun,1,-1,0,unknown,no
3158,20872,29,management,single,tertiary,no,265,no,no,cellular,24,aug,2,94,1,success,yes
3159,21633,30,admin.,married,primary,no,40,yes,yes,cellular,7,jul,1,-1,0,unknown,no
3160,20684,29,admin.,single,secondary,no,266,yes,no,cellular,6,may,1,-1,0,unknown,yes
3161,12984,47,housemaid,married,secondary,no,3940,yes,no,cellular,5,aug,3,97,2,failure,yes
3162,18457,40,self-employed,married,primary,no,42,no,no,cellular,11,jul,3,-1,0,unknown,no
3163,11745,32,management,single,tertiary,no,354,no,no,cellular,4,mar,2,133,5,other,yes
3164,17686,36,management,married,secondary,no,1898,yes,yes,unknown,30,may,1,-1,0,unknown,no
3165,16128,46,admin.,married,unknown,no,2033,no,no,cellular,24,feb,2,86,5,failure,no
3166,17406,47,services,married,secondary,no,344,yes,no,unknown,3,jun,1,-1,0,unknown,no
3167,19454,32,management,single,tertiary,no,3,yes,no,cellular,13,may,1,-1,0,unknown,yes
3168,14366,38,entrepreneur,single,tertiary,no,638,yes,no,unknown,9,may,1,-1,0,unknown,no
3169,20875,26,management,single,tertiary,no,6840,yes,no,unknown,28,may,2,-1,0,unknown,yes
3170,12944,55,blue-collar,married,primary,no,-317,yes,no,unknown,28,may,1,-1,0,unknown,no
3171,20163,34,blue-collar,married,secondary,no,577,no,no,unknown,14,may,1,-1,0,unknown,no
3172,13694,31,admin.,single,secondary,no,523,no,yes,cellular,2,feb,1,109,5,failure,no
3173,16050,30,management,married,tertiary,no,1996,no,no,cellular,8,feb,3,101,1,other,yes
3174,19606,62,entrepreneur,married,secondary,no,3904,no,no,telephone,29,jan,2,-1,0,unknown,yes
3175,15869,50,housemaid,married,primary,no,395,yes,no,unknown,15,may,2,-1,0,unknown,no
3176,14567,36,technician,married,secondary,no,1345,yes,no,cellular,18,nov,1,172,3,failure,no
3177,21609,52,management,married,tertiary,no,0,no,no,cellular,12,aug,2,-1,0,unknown,no
3178,18710,33,technician,divorced,secondary,no,464,no,no,cellular,4,feb,4,-1,0,unknown,no
3179,10785,31,admin.,single,tertiary,no,7505,yes,yes,unknown,2,jun,1,-1,0,unknown,no
3180,12459,34,management,single,unknown,no,1534,yes,no,cellular,16,apr,1,147,7,other,no
3181,13340,25,student,single,unknown,no,3,no,no,cellular,26,may,1,-1,0,unknown,yes
3182,15993,48,unemployed,single,tertiary,no,3229,no,no,unknown,16,jun,1,-1,0,unknown,yes
3183,19817,25,blue-collar,single,primary,no,2483,no,no,cellular,10,jul,3,-1,0,unknown,yes
3184,16727,43,entrepreneur,married,tertiary,no,903,yes,no,cellular,7,apr,1,-1,0,unknown,no
3185,13994,50,unemployed,married,tertiary,no,377,no,no,cellular,6,apr,1,319,3,failure,no
3186,11417,23,blue-collar,single,secondary,no,780,yes,no,cellular,15,may,1,-1,0,unknown,yes
3187,21213,33,management,married,tertiary,no,5878,no,no,cellular,23,oct,1,430,2,failure,yes
3188,18406,32,management,married,tertiary,no,396,yes,no,cellular,20,aug,3,-1,0,unknown,no
3189,14985,36,technician,divorced,tertiary,no,1023,yes,no,cellular,31,jul,4,-1,0,unknown,no
3190,14142,28,technician,married,secondary,no,1086,yes,no,cellular,20,apr,3,-1,0,unknown,yes
3191,21438,50,technician,divorced,secondary,no,-556,yes,yes,cellular,22,jul,2,-1,0,unknown,no
3192,19516,38,self-employed,married,tertiary,no,3139,yes,no,cellular,18,nov,2,-1,0,unknown,no
3193,15761,42,admin.,single,secondary,no,1022,yes,no,unknown,5,may,2,-1,0,unknown,no
3194,22089,54,services,married,unknown,no,0,yes,no,cellular,5,feb,2,267,1,other,yes
3195,19816,48,management,married,tertiary,no,0,yes,no,cellular,10,jul,1,-1,0,unknown,no
3196,14813,28,blue-collar,married,secondary,no,1137,no,no,cellular,6,feb,4,211,3,other,no
3197,10979,53,management,married,tertiary,no,12,no,no,cellular,27,aug,10,-1,0,unknown,no
3198,10794,43,blue-collar,married,primary,no,-77,yes,no,unknown,8,may,1,-1,0,unknown,no
3199,20979,28,technician,single,secondary,no,2335,no,no,cellular,13,may,1,-1,0,unknown,yes
3200,10709,28,management,single,tertiary,no,6551,no,no,cellular,23,sep,1,-1,0,unknown,yes
3201,16363,28,admin.,divorced,secondary,no,451,yes,no,cellular,13,may,1,301,1,success,yes
3202,10305,49,blue-collar,married,primary,no,239,no,no,cellular,22,aug,3,-1,0,unknown,no
3203,20790,45,management,divorced,tertiary,no,2096,no,no,cellular,13,aug,2,-1,0,unknown,no
3204,18014,54,self-employed,married,primary,no,0,no,yes,telephone,9,jul,2,-1,0,unknown,no
3205,11448,31,self-employed,single,tertiary,no,3343,no,no,cellular,3,sep,1,94,1,success,yes
3206,10136,38,technician,single,secondary,no,1130,no,no,cellular,4,jun,2,98,1,success,yes
3207,17254,39,blue-collar,single,primary,no,1522,no,no,unknown,17,jun,4,-1,0,unknown,no
3208,12240,50,services,married,secondary,no,1501,no,no,cellular,21,aug,4,-1,0,unknown,yes
3209,17892,30,technician,single,tertiary,no,0,no,no,cellular,15,sep,2,-1,0,unknown,no
3210,21900,31,blue-collar,married,secondary,no,1787,yes,no,unknown,20,may,4,-1,0,unknown,no
3211,20037,55,housemaid,married,primary,no,1870,no,no,unknown,6,jun,1,-1,0,unknown,no
3212,10726,23,management,single,tertiary,no,2143,no,no,cellular,30,mar,2,-1,0,unknown,yes
3213,10887,40,self-employed,married,secondary,no,0,no,no,cellular,22,aug,6,-1,0,unknown,no
3214,11524,35,self-employed,married,secondary,no,1256,yes,no,cellular,22,aug,7,-1,0,unknown,no
3215,15822,36,unemployed,married,primary,no,646,no,no,cellular,5,feb,2,-1,0,unknown,no
3216,17555,42,technician,single,secondary,no,541,yes,no,cellular,5,feb,1,-1,0,unknown,yes
3217,14887,38,management,married,tertiary,no,2548,yes,no,unknown,30,may,1,-1,0,unknown,no
3218,14284,32,blue-collar,married,secondary,no,783,yes,no,unknown,21,may,3,-1,0,unknown,yes
3219,14674,18,student,single,unknown,no,108,no,no,cellular,10,aug,1,-1,0,unknown,yes
3220,10480,32,management,single,tertiary,no,1836,no,no,cellular,27,aug,9,-1,0,unknown,no
3221,21431,33,self-employed,married,tertiary,no,1278,no,no,cellular,6,oct,1,-1,0,unknown,yes
3222,14580,49,services,married,secondary,no,47,no,no,unknown,5,may,2,-1,0,unknown,no
3223,19997,40,blue-collar,married,secondary,no,1808,yes,no,cellular,12,may,1,-1,0,unknown,yes
3224,22561,54,housemaid,married,tertiary,no,440,no,no,cellular,19,nov,1,-1,0,unknown,no
3225,14402,32,technician,single,tertiary,no,2684,yes,no,cellular,18,may,2,-1,0,unknown,yes
3226,13282,60,self-employed,married,primary,no,362,no,yes,cellular,29,jul,6,-1,0,unknown,yes
3227,11264,21,student,single,secondary,no,2488,no,no,cellular,30,jun,6,169,3,success,yes
3228,15015,55,retired,married,secondary,no,103,yes,yes,cellular,17,nov,1,-1,0,unknown,no
3229,10657,50,management,married,secondary,no,1457,no,yes,cellular,9,jul,1,-1,0,unknown,no
3230,14793,26,student,single,unknown,no,598,no,no,cellular,6,mar,1,-1,0,unknown,no
3231,20236,37,self-employed,married,tertiary,no,208,yes,no,cellular,31,jul,5,-1,0,unknown,no
3232,14639,41,technician,divorced,secondary,no,988,no,no,cellular,21,aug,2,-1,0,unknown,no
3233,11123,47,management,married,tertiary,no,5999,yes,no,cellular,7,aug,2,-1,0,unknown,no
3234,20929,52,management,married,primary,no,98,yes,no,cellular,17,apr,1,345,2,failure,no
3235,20049,33,management,single,tertiary,no,275,no,no,cellular,18,nov,1,-1,0,unknown,no
3236,20539,33,blue-collar,single,primary,no,-104,yes,no,cellular,15,may,10,331,16,other,no
3237,13347,32,technician,single,tertiary,no,1855,no,no,cellular,15,sep,2,134,1,other,yes
3238,15283,30,management,married,tertiary,no,367,no,no,cellular,4,feb,2,-1,0,unknown,no
3239,13973,43,blue-collar,divorced,primary,no,42,no,no,unknown,13,may,1,-1,0,unknown,no
3240,19652,34,entrepreneur,married,tertiary,no,0,yes,no,telephone,4,nov,1,-1,0,unknown,no
3241,22844,34,management,married,tertiary,no,1240,yes,no,cellular,21,nov,1,-1,0,unknown,no
3242,11713,62,retired,married,primary,no,1742,no,no,cellular,14,jun,2,98,6,other,yes
3243,22593,37,management,divorced,tertiary,no,481,yes,no,cellular,19,aug,6,-1,0,unknown,no
3244,10594,62,services,married,primary,no,276,no,no,cellular,14,oct,2,-1,0,unknown,no
3245,13117,44,services,divorced,secondary,no,7,yes,yes,unknown,7,may,3,-1,0,unknown,no
3246,18637,26,admin.,single,secondary,no,581,yes,yes,unknown,4,jun,3,-1,0,unknown,no
3247,13303,32,blue-collar,married,primary,no,902,yes,no,unknown,27,may,2,-1,0,unknown,no
3248,13299,24,blue-collar,single,secondary,no,-287,yes,no,cellular,18,may,1,-1,0,unknown,no
3249,16768,35,blue-collar,divorced,secondary,no,0,yes,no,unknown,20,may,1,-1,0,unknown,yes
3250,19057,34,blue-collar,divorced,primary,no,0,yes,no,cellular,15,may,5,-1,0,unknown,no
3251,20412,55,retired,married,secondary,no,785,yes,no,cellular,14,may,1,370,2,failure,no
3252,15512,48,management,married,tertiary,no,1147,no,no,cellular,5,aug,1,64,2,success,yes
3253,12350,38,technician,single,secondary,no,1270,yes,yes,cellular,15,may,1,337,6,other,no
3254,17482,24,student,single,secondary,no,3176,no,no,cellular,13,jan,2,-1,0,unknown,yes
3255,11103,34,admin.,married,secondary,no,-33,yes,yes,cellular,10,jul,1,-1,0,unknown,yes
3256,20716,47,management,married,tertiary,no,260,no,yes,cellular,8,aug,2,-1,0,unknown,no
3257,18100,27,blue-collar,single,secondary,no,5563,yes,no,unknown,30,may,2,-1,0,unknown,no
3258,20104,37,technician,married,secondary,no,157,yes,no,unknown,7,may,2,-1,0,unknown,no
3259,21554,33,blue-collar,married,secondary,no,7048,yes,no,cellular,17,apr,2,-1,0,unknown,no
3260,16387,59,unemployed,divorced,secondary,no,2026,no,no,cellular,2,jun,1,-1,0,unknown,no
3261,14796,26,blue-collar,single,secondary,no,2613,no,no,cellular,29,jan,2,-1,0,unknown,no
3262,15192,59,management,married,secondary,no,1558,no,no,telephone,29,jul,3,-1,0,unknown,no
3263,14008,42,admin.,married,secondary,no,8238,yes,yes,cellular,16,apr,2,149,5,other,no
3264,20571,56,blue-collar,married,secondary,no,-256,yes,yes,cellular,14,may,1,370,2,failure,no
3265,15425,29,blue-collar,single,tertiary,no,455,no,no,telephone,21,apr,1,-1,0,unknown,yes
3266,12332,34,technician,single,secondary,no,951,yes,no,unknown,21,may,1,-1,0,unknown,no
3267,16962,41,blue-collar,single,secondary,no,495,yes,no,cellular,20,nov,2,-1,0,unknown,no
3268,14708,39,blue-collar,married,primary,no,981,yes,no,unknown,7,may,1,-1,0,unknown,no
3269,22236,31,management,single,tertiary,no,1724,yes,no,telephone,29,jan,2,254,1,failure,no
3270,15803,32,technician,married,secondary,no,-410,yes,yes,cellular,12,may,3,-1,0,unknown,no
3271,21578,34,management,married,tertiary,no,63,no,no,cellular,18,nov,1,102,2,failure,no
3272,18556,53,admin.,married,secondary,no,2924,no,no,cellular,19,nov,6,-1,0,unknown,no
3273,19439,61,retired,married,secondary,no,523,no,no,cellular,13,aug,3,183,4,success,yes
3274,15210,46,technician,married,unknown,no,605,yes,no,cellular,20,apr,2,-1,0,unknown,no
3275,15986,35,blue-collar,single,primary,no,-4,yes,no,cellular,18,may,1,-1,0,unknown,no
3276,22412,61,self-employed,divorced,tertiary,no,6,yes,no,cellular,14,apr,2,-1,0,unknown,yes
3277,11115,56,self-employed,married,secondary,no,1539,no,no,cellular,28,aug,14,-1,0,unknown,no
3278,12527,54,retired,divorced,primary,no,22,no,no,unknown,20,jun,4,-1,0,unknown,no
3279,14068,43,admin.,married,secondary,no,25741,yes,no,unknown,30,may,2,-1,0,unknown,no
3280,11069,33,blue-collar,married,secondary,yes,-354,yes,yes,cellular,28,jan,1,245,2,failure,no
3281,13014,30,technician,single,secondary,no,224,yes,no,cellular,8,aug,2,-1,0,unknown,no
3282,14517,39,management,divorced,secondary,no,4314,yes,no,cellular,20,nov,4,-1,0,unknown,no
3283,15235,46,admin.,married,secondary,no,368,no,no,cellular,20,aug,1,90,4,other,yes
3284,22659,24,blue-collar,single,primary,no,111,yes,yes,unknown,27,may,4,-1,0,unknown,no
3285,14269,52,blue-collar,married,primary,no,796,no,no,cellular,22,aug,2,-1,0,unknown,no
3286,12385,36,blue-collar,married,secondary,no,866,yes,no,cellular,16,apr,1,-1,0,unknown,no
3287,15555,33,blue-collar,married,secondary,no,36,yes,no,unknown,4,jun,4,-1,0,unknown,no
3288,16358,39,management,single,tertiary,no,763,no,no,cellular,22,feb,1,189,1,failure,yes
3289,18440,41,unemployed,single,primary,no,216,no,no,cellular,5,jun,3,-1,0,unknown,yes
3290,10228,36,management,married,tertiary,no,-92,no,yes,cellular,18,nov,3,-1,0,unknown,no
3291,11495,45,services,married,secondary,no,4971,no,no,cellular,18,aug,9,-1,0,unknown,no
3292,13933,32,technician,married,tertiary,no,593,no,no,cellular,23,dec,2,201,2,other,no
3293,20959,23,services,married,secondary,no,-19,yes,no,unknown,20,jun,10,-1,0,unknown,no
3294,22718,29,unemployed,single,secondary,no,523,no,no,cellular,5,feb,1,-1,0,unknown,no
3295,18900,42,entrepreneur,married,primary,no,558,yes,no,cellular,6,may,2,-1,0,unknown,no
3296,10491,60,management,divorced,tertiary,no,2589,yes,no,unknown,19,may,2,-1,0,unknown,no
3297,10956,26,unemployed,single,tertiary,no,3466,no,no,cellular,6,oct,2,-1,0,unknown,yes
3298,22442,41,management,married,tertiary,no,0,no,no,cellular,11,aug,5,-1,0,unknown,yes
3299,13166,35,entrepreneur,married,secondary,no,2074,yes,no,unknown,5,jun,7,-1,0,unknown,no
3300,17407,36,management,married,tertiary,no,699,no,no,cellular,23,jul,1,-1,0,unknown,no
3301,19795,50,services,married,secondary,no,683,yes,yes,unknown,26,may,3,-1,0,unknown,no
3302,22118,52,technician,married,secondary,no,0,yes,no,cellular,10,mar,1,-1,0,unknown,no
3303,18562,57,technician,divorced,secondary,no,77,yes,yes,cellular,29,jan,3,246,2,failure,no
3304,15284,59,admin.,divorced,tertiary,no,39,no,no,cellular,11,jul,1,-1,0,unknown,no
3305,14513,27,blue-collar,married,primary,no,1002,yes,no,unknown,3,jun,1,-1,0,unknown,no
3306,18652,53,technician,married,secondary,no,1982,yes,yes,cellular,27,nov,1,-1,0,unknown,yes
3307,16237,24,student,single,tertiary,no,235,no,no,cellular,9,feb,1,92,1,success,yes
3308,20676,35,management,married,tertiary,no,0,yes,no,cellular,20,nov,4,30,1,failure,no
3309,13805,37,technician,married,tertiary,no,1561,no,no,cellular,29,aug,7,-1,0,unknown,no
3310,13921,28,technician,single,secondary,no,16,no,no,cellular,17,apr,1,333,1,failure,no
3311,17679,29,blue-collar,single,primary,no,10,no,no,cellular,14,jul,3,-1,0,unknown,no
3312,22196,30,management,single,tertiary,no,57,yes,no,cellular,4,feb,2,-1,0,unknown,no
3313,13566,40,admin.,married,secondary,no,1831,no,no,cellular,21,nov,2,-1,0,unknown,no
3314,18040,42,management,married,tertiary,no,1272,yes,no,cellular,5,may,1,169,1,failure,no
3315,13320,47,admin.,married,secondary,no,4307,no,no,unknown,16,jun,1,-1,0,unknown,no
3316,19051,47,technician,married,secondary,no,44,no,no,unknown,20,jun,3,-1,0,unknown,no
3317,12384,48,admin.,married,secondary,no,0,no,yes,cellular,11,oct,1,104,5,failure,no
3318,21851,55,retired,married,secondary,no,1504,yes,yes,cellular,17,nov,1,-1,0,unknown,yes
3319,16614,39,admin.,married,secondary,no,350,yes,no,telephone,14,jul,6,-1,0,unknown,no
3320,15506,38,unemployed,married,primary,no,7005,yes,no,cellular,25,jan,1,202,2,success,yes
3321,22598,22,blue-collar,single,secondary,no,682,no,no,cellular,5,jun,2,91,1,success,yes
3322,14571,61,housemaid,married,primary,no,211,no,no,cellular,31,aug,2,186,3,failure,yes
3323,17740,28,services,married,secondary,no,7,no,no,cellular,25,jul,3,-1,0,unknown,no
3324,17183,32,blue-collar,married,secondary,no,5,no,no,cellular,20,nov,1,-1,0,unknown,no
3325,10039,38,admin.,single,secondary,no,435,no,no,unknown,19,jun,2,-1,0,unknown,no
3326,13542,33,technician,married,secondary,no,7621,no,no,cellular,21,aug,1,-1,0,unknown,no
3327,10537,32,student,married,tertiary,no,744,yes,no,cellular,14,may,2,352,1,other,no
3328,10761,50,services,divorced,secondary,no,622,yes,no,cellular,14,may,3,-1,0,unknown,no
3329,18034,32,management,single,secondary,no,388,no,no,telephone,4,may,2,-1,0,unknown,no
3330,14344,66,retired,married,primary,no,3629,no,no,cellular,2,feb,1,172,2,other,yes
3331,11958,50,technician,married,primary,no,249,yes,no,unknown,6,may,1,-1,0,unknown,no
3332,15742,39,technician,married,tertiary,no,209,no,no,unknown,23,jul,2,-1,0,unknown,no
3333,15631,32,blue-collar,married,secondary,no,3514,yes,no,unknown,20,may,2,-1,0,unknown,no
3334,17493,25,blue-collar,single,secondary,no,330,yes,no,unknown,4,jun,1,-1,0,unknown,no
3335,21007,58,admin.,married,secondary,no,749,yes,no,unknown,14,may,2,-1,0,unknown,no
3336,12950,47,management,married,secondary,no,0,yes,yes,cellular,17,nov,2,-1,0,unknown,no
3337,10484,54,self-employed,divorced,primary,no,4382,yes,no,telephone,18,may,4,-1,0,unknown,no
3338,19433,36,services,married,secondary,no,488,yes,no,cellular,6,feb,5,-1,0,unknown,no
3339,14515,35,self-employed,single,tertiary,no,329,yes,no,cellular,20,apr,7,-1,0,unknown,no
3340,18726,35,management,married,tertiary,no,0,no,no,cellular,6,aug,4,-1,0,unknown,no
3341,12217,35,blue-collar,married,tertiary,no,199,yes,yes,cellular,20,nov,1,-1,0,unknown,no
3342,12495,47,blue-collar,married,secondary,no,1001,yes,no,unknown,7,may,4,-1,0,unknown,no
3343,14730,51,technician,married,secondary,no,0,no,yes,cellular,23,jul,3,-1,0,unknown,no
3344,15318,35,services,married,primary,no,31,no,yes,cellular,19,nov,3,133,3,failure,no
3345,22174,50,blue-collar,married,primary,no,3764,no,no,telephone,2,jun,4,-1,0,unknown,no
3346,18725,38,blue-collar,married,secondary,no,1627,no,no,unknown,16,jun,9,-1,0,unknown,yes
3347,20497,49,entrepreneur,married,secondary,no,-1965,no,yes,telephone,10,jul,2,-1,0,unknown,no
3348,18773,40,management,married,secondary,no,2596,no,no,unknown,12,jun,1,-1,0,unknown,no
3349,18339,60,admin.,single,secondary,no,646,yes,no,telephone,16,jul,2,-1,0,unknown,no
3350,20854,45,admin.,married,unknown,no,2033,no,no,cellular,30,nov,1,186,4,failure,no
3351,12469,37,self-employed,married,primary,no,0,no,no,unknown,7,may,4,-1,0,unknown,no
3352,11352,60,management,divorced,tertiary,no,366,no,no,cellular,3,jun,1,-1,0,unknown,yes
3353,19360,49,blue-collar,married,secondary,no,-55,no,no,unknown,17,jun,3,-1,0,unknown,no
3354,17063,36,management,married,tertiary,no,1584,yes,no,cellular,18,jul,1,-1,0,unknown,no
3355,15056,59,entrepreneur,divorced,tertiary,no,-869,no,yes,cellular,9,jul,1,-1,0,unknown,no
3356,14657,33,management,single,tertiary,no,34,yes,no,unknown,5,may,1,-1,0,unknown,no
3357,16530,34,management,married,tertiary,no,6463,yes,no,cellular,21,nov,1,-1,0,unknown,no
3358,13662,27,self-employed,divorced,secondary,no,165,yes,no,cellular,6,feb,2,192,4,failure,no
3359,19794,80,housemaid,married,primary,no,0,no,no,cellular,23,feb,1,189,1,failure,yes
3360,13631,54,management,married,tertiary,no,1464,no,no,cellular,2,oct,2,94,1,success,yes
3361,11048,42,technician,married,secondary,no,613,yes,no,cellular,11,may,2,-1,0,unknown,no
3362,20752,34,blue-collar,married,secondary,no,187,yes,no,unknown,12,may,2,-1,0,unknown,no
3363,22245,52,technician,divorced,secondary,no,643,yes,no,cellular,4,feb,1,-1,0,unknown,no
3364,11903,40,management,married,tertiary,no,9221,no,no,cellular,4,aug,1,-1,0,unknown,no
3365,10287,28,services,single,secondary,no,5090,yes,no,unknown,6,may,3,-1,0,unknown,yes
3366,15309,30,self-employed,single,secondary,no,280,no,no,telephone,5,may,3,-1,0,unknown,no
3367,14410,42,management,married,tertiary,no,202,no,no,unknown,6,jun,1,-1,0,unknown,no
3368,18145,38,blue-collar,married,secondary,no,3598,no,no,unknown,6,jun,1,-1,0,unknown,no
3369,14056,31,admin.,single,secondary,no,0,no,no,cellular,17,apr,3,-1,0,unknown,yes
3370,13200,24,admin.,single,secondary,no,1295,no,no,cellular,22,jul,2,92,1,success,yes
3371,20668,38,technician,married,secondary,no,69,no,yes,cellular,24,jul,2,-1,0,unknown,no
3372,22228,22,student,single,secondary,no,552,no,no,cellular,1,sep,1,-1,0,unknown,yes
3373,21275,60,admin.,married,secondary,no,106,no,no,cellular,24,feb,1,187,4,success,yes
3374,20761,51,admin.,single,secondary,no,895,no,no,cellular,23,jul,2,-1,0,unknown,yes
3375,10995,32,admin.,divorced,secondary,no,-331,yes,yes,unknown,26,may,3,-1,0,unknown,no
3376,14337,37,management,married,tertiary,no,5106,no,no,cellular,30,apr,1,-1,0,unknown,yes
3377,20405,42,management,divorced,secondary,no,764,no,yes,cellular,21,nov,3,-1,0,unknown,no
